售前/售后,英文/小语种,id,渠道channel,会话chatSessionId,客户名称customer,提交时间,remark,sessionId,starLevel,意图分类,翻译
",h1DvmOOT2D4yvNvmzDa+RRRLzVd01kGHmv3CTfa9LJI=,1.0,服务不满,没有责任
售后,英文,1b4142c62a72bcdee143b8f3b83eafe3,na_sp1,|82634870487714935773265,dg5mBHr/pM71AjkCjTp1KQ==,2025-01-10,No case #. how am i supposed to reference this,DjbqFCdwMurnsmVuktWRW4q6ut0jpFram3csCtupUbk=,1.0,礼貌问候,没有案例＃。我应该如何参考
售后,小语种,2e289d778928125823c35e840c1dcd59,de_sp1,|82634896486314313096049,3nh8Jv+uTUHvyBHOPsfvGuzbqonYf9aokPo6GbBqg80=,2025-01-10,Für die Bestellnummer:0499884120689 benötige ich eine Rechnung,mfI9jVADChsCSxG8qgGMy1HfezcwXDeeBCGMDwkJTKg=,5.0,满意表扬,FürDie Bestellnummer：0499884120689BenötigeiCh eine rechnung
售后,英文,68fc1e446637eb5bf1700e68a4a75a79,au_sp1,|82635300204093525634826,ieicsvr/ZHcia6XYuD8GsQ/WRH/l/UWPIFK6z9HQzr8=,2025-01-10,I was busy typing my problem and now I can start over again ..,RUjyh1VSN7ofRk06QZtMaEEur/2fxpZqBzohKZvUxW8=,1.0,产品故障,我正忙于输入问题，现在我可以重新开始。
售后,英文,116c8d83f50df052eacc9e2a236bb72b,na_sp1,|82635157580259509478752,ZTd2vMeJRtf70lq1+M1Vyqf+nxF3TfUXY1STtuVXBEo=,2025-01-10,lookin for upper quick release plate for DJI Ronin SC ,9mqeX/ELUpc9/ijkdHlE82/dvg2/9o6T5u9+YH8OzL4=,5.0,满意表扬,寻找DJI RONIN SC的高级快速释放板
售前,英文,f6bf080f7f53d82da6d1bbba4ebae009,na_store1,|82634581212883683589912,VEhEq07aGl8s8Z9Xgxh04Q==,2025-01-10,It's gives greatinfo.,YkcurtbV13/eUmGw8eh43jseTl4n8iCiRq1RZMfyjuQ=,5.0,满意表扬,它得到了Greatinfo。
售后,小语种,6f8c868f003b872ea6614c08ff42c48c,de_sp1,|82635640471862440826019,3nh8Jv+uTUHvyBHOPsfvGuzbqonYf9aokPo6GbBqg80=,2025-01-10,"Hallo,
für die Bestellnummer: 0499884120689
benötige ich eine Ordnungsgemäße Rechnung.
",mfI9jVADChsCSxG8qgGMy1HfezcwXDeeBCGMDwkJTKg=,5.0,满意表扬,"哈罗，
FürDie Bestellnummer：0499884120689
benötigeiCh eineodnungsgemäßeRechnung。"
售后,英文,4a6056c6dac0ab9a84f75beb6cbbe1e8,au_sp1,|82634202026207459881899,naNGiggWe+mfoSilL/+trJwb/yzbzQdtymbmEsqbHfs=,2025-01-11,The chat closed before I completed my question.,OtroLXv4pOfPP4iwC9LuM/SXW6HbXxv6Ctmjoaaot6Q=,1.0,服务不满,聊天在我完成问题之前关闭。
售后,英文,3daa01c09d1a6247db5d1ad9409ea6f9,eu_sp1,|82633916944673759999827,995klr1C3+n1W8rcGC/d5GlWLd3IDqZ+6DY5pribgHI=,2025-01-11,"I had an open case an was told over 2 weeks ago, that I would be contacted. Nothing has happend sinc",iWUrpSmv4UUX9I5Ytbl+Xv/jyQTW8n66kpaJxg+/GmY=,1.0,"APP使用,礼貌问候",我有一个开放式案例，在两个前的周末被告知，我会联系。没有什么是棕色
售后,英文,c3b5a387ecedbfa6c40ca25f713ac376,en_other18,|82633377773459749124495,P1q73ThS7b72C7YSEcrDqdEuIygAal6fenObTTCdDPw=,2025-01-12,not useful for my issue,Oq3rWOTjBMCRLDLjKEPnBuIXFV29D67gnTpeXyss434=,1.0,产品故障,对我的结果没有用
售后,英文,fff10c0ad537b8223113c409712c25dd,na_sp1,|82634507055755030026526,aSjYVUb/bPbBzA7nQOB2MQ==,2025-01-12,sometime we just need to talk to a person,8FjAu3KdVSYa9anAExcU4FSG3sGpUiQu5H4DylxsZQ4=,1.0,服务不满,有时我们只需要与一个人交谈
售后,英文,58d00b45e6a20773cf44de8f47778922,eu_sp1,|82632819064912766364970,pJozlaVDA/Wtu+AhcgwdDmFk9T/lq5wEiztAjczNk7Y=,2025-01-12,"Hi
 Is the verification of video sn 1581F87LB247R0020349 successful or can I pay dji care 2 years?",hkQR8IIg1g8hyfW3rN1H8cSMCxCG94hFgjCHmoiBrrs=,5.0,礼貌问候,"你好
 视频SN 1581F87LB247R0020349的验证是否成功，还是可以支付DJI Care 2年？"
售后,英文,5e60b68002d0155f88a8eebec9e2380f,na_sp1,|82632047074815037972115,74sH75nfvm1VwZehwZOGfkr9gu442ME8Pq3Zx6518r4=,2025-01-13,"Trying to submit a repair request after accepting the repair terms, but greyed out.",SnrMlSFmKjmbRqNY24LvT0egSyIP4MrOy184D4gg4ZQ=,2.0,"设备维修,设备兼容",接受维修条款后，试图提交维修请求，但请弄清楚。
售后,英文,c358586216ccbcc275d086ef91fa34e6,na_sp1,|82632183926431371859789,74sH75nfvm1VwZehwZOGfkr9gu442ME8Pq3Zx6518r4=,2025-01-13,"I'm trying to submit a repair request, but every time I hit ""Submit"", it says to accept repair autho",SnrMlSFmKjmbRqNY24LvT0egSyIP4MrOy184D4gg4ZQ=,2.0,"设备维修,设备兼容,礼貌问候",我正在尝试提交维修请求，但是我点击“提交”的时间，它说接受维修autho
售前,英文,f99460ac473e6800d6357811c73d478a,eu_store1,|82631329293626168673663,JvTinxHnNSJtvRIrc79l+KjGsPJEeAtG5y48cesbYEA=,2025-01-14,Dji refresh doesn't allow me to subscribe 2 years plan,9G6lEFVrMGfAZd1iAkyW2FuZ2vwwMXidEiosKncXSdI=,3.0,保修咨询,DJI刷新不允许我订阅2年计划
售前,英文,81b19ea8e867999c9cc4b32e35d81b69,eu_store1,|82630340631321414323141,iEt5pGhLr4hhcq4amnYFmBUw6bwzHVaVJqhWqXZvH/c=,2025-01-15,Very helpful and patient ,aVvWvnuTaRb5As1VCZ+MLgEuySRcaBD3EdSRtSSRQFw=,5.0,满意表扬,非常有帮助和耐心
售后,小语种,5a7022d2c175692815558b8fc6c410ee,kr_sp1,|82630560084478138492802,z6w8DF8MKprjjM3FtcfOfvqfEyn60gKiCQevCkuHytA=,2025-01-15,친절한 설명 도움되었습니다 감사합니다^^,P0QP1PxVxT+LxnVPltXqXqRMJQ1+RRGP9WC2cxR1Npw=,5.0,满意表扬,谢谢您的友好解释。
售前,英文,4ee967e0ab2fe9e78f8fed8c9b79eca2,na_store1,|82630288543344253628062,84cd4+CLz2CkuB/pttRs3w==,2025-01-15,"Did I get lied to?
",3cqv8ES6J/Fj7gjaMFirLwEwfRhSasz/eC0CaNUWNXI=,3.0,使用指导,我撒谎了吗？
售前,小语种,c18d411d4e77bb7e411b4a5aedc3f8f6,de_store1,|82629463895402937841369,rE9yLxVOrv3qXuo8r9upuQ==,2025-01-16,Ich habe noch kein Service benötig. Deshalb kann ich ihn auch nicht bewerten.,737dfzKNEMyTJZcc30xcbqb8KVuITvsch1ZDgPSbDVU=,3.0,其他咨询,Ich Habe Noch Kein ServiceBenötig。 DESHALB KANN ICH IHT AUCH NICHT BEWERTEN。
售前,小语种,d7eb4f4e79bcd6401e569f765715ac1d,it_store1,|82630262820323637948204,6TIwTQwsTEFlw3eXrhCbVg==,2025-01-16,"Buongiorno, c'è qualche aggiornamento sulla mia segnalazione Drone del 13/02 Grazie Gentilissimi",24kNyPJFC2lEevEy19gkh7IfOFwropyh4MiiI6Z6Zg8=,4.0,其他咨询,Buongorno，这是优质的Aggiornamento Sulla Mia segnalazione无人机DEL 13/02 Grazie gentersimi
售前,英文,2152a619acee545992c406b786512414,na_store1,|82630097487748888442602,YvgIBiC35Mf5V0+mnHe8IQ==,2025-01-16,No way to contact a human.  Lost my Mini 3 in the Palisades Fire.  Bought new Mini 4.  Curious.,IDgE/ywPvsaMtYnGDOzgHwWZW3TB0PsFEcAVI08+kh4=,2.0,设备丢失,无法联系人类。  在Palisades大火中失去了我的迷你3。  Bough New Mini 4。好奇。
售后,英文,c2ca4a4c788db156a8d12d916d7bfc09,en_other18,|82630121426405969996641,W+PeloKbyG6/TSLM4trmMUoCSMrxn8wOWzSWpnGXgDM=,2025-01-16,Cancelled my order never received item and still waiting for refund bad service ,6dw2rB6xMG6HXB9IvCZXQDlZo8KFeIuHcP0g6e2mv/c=,1.0,"服务不满,购买咨询,退换处理",取消了我的订单从未收到商品，仍在等待退款不良服务
售后,英文,9ee1ff0a3a737b04ae5c69c15173053a,fb_sp1,|82629227830714410288156,ieHpKy9Kc2ajM+F20ZYjMwZ0hbdzt3cgLWLQWSsYBvY=,2025-01-17,Soy de Argentina es compatible mi teléfono Noblex aplicación DJi fly,DkI+CvnKfujcEjUDVFiw0FDyH7tOEaI7BogwDnfoIOk=,1.0,"APP使用,设备兼容",Argentina Soy de Argentina是兼容Mi Telefono NoblexaplicaciónDjifly
售前,英文,95f82bbd802baaecededa18a2f9049e0,eu_store1,|82628781281856231057680,VhfWTDqg6to9kaORbmkxiw==,2025-01-17,whitch polarization is in googles ! ?,Dh5E/d8qLqJfYD3GPq+Q7nOAZFBAiGbjocAbzUfCLio=,1.0,礼貌问候,白色两极分化是在Google中！ ？
售后,英文,18da93b2901ed8d7c0d7b35818a957b4,na_sp17,|82630062280928203753077,neXzQF9eLWhh2r4EI5vGdg==,2025-01-17,Customer service of the highest quality.,nVDNPAWpUHvBf3r8YgM83dTZK6H3l8JBBZnM2/yucuQ=,5.0,礼貌问候,最高质量的客户服务。
售后,小语种,00f2ddfb638dd45c9d9eba7515cbce46,de_sp1,|82628721359673042498516,cTdR+hAbG2zBBrGqgCb2ig==,2025-01-17,"er bietet keine wirkliche Hilfe, besser mit einem richtigen Menschen reden! ",ib3cbU9TeS8LDrykoTqwOQ==,1.0,礼貌问候,er biett keine wirkliche hilfe，贝塞尔·埃尼姆·里奇蒂根（Einem Richtigen Menschen）重新恢复！
售后,英文,32495e1937e34cac5034b32d0681b4c1,fb_sp1,|82626562122751262018394,VUX3t5XJD8QHusCA5Ci8gYqIyFnIxoT9iiIQ3yqNh5s=,2025-01-20,"No one has responded yet
",nybzwqhKvOfcKQMVDCCk2oQAnLGcxF9u4FX9d/EWnsg=,1.0,服务不满,没有人呼吸
售后,英文,deee0d477bc9d986b99f85bd68fc1a8d,na_sp1,|82626359493603297887664,uL8JXm+RlxAoojs9HB6LiA==,2025-01-20,I didn't get any answers to my question.,uS/CNXutv0EPT8gIDOo11ss04TUkILNkHTwKhcfcYYk=,1.0,服务不满,我没有对我的问题有任何答案。
售前,英文,c4131f7a6122502013a5310a2e11f885,eu_store1,|82625983189438312970788,2tMjgb8a+ALoBDP5fwXlvK83a4jGQTilfdihLbrFClU=,2025-01-20,This does not answer my question ,QOz3hhexeapSHZfhqJqeqfHtTfG662qkEIpZ94S9U50=,1.0,礼貌问候,这没有回答我的问题
售后,英文,6988969b86de5fdb4a75f6a0c41069a6,na_sp1,|82625955828293171540020,w17ngU4nAmKi0mQPRq/uJeefa7tjlLdSsCwK6rKm+B4=,2025-01-20,need a phone number!,8bluUijrBTTVN4ClnpcX8VRVyyRYZ+ZJA596FsDM1s0=,1.0,服务不满,需要一个电话号码！
售后,英文,7057c1e0c2fe0d52c919cc7fbe424f8b,fb_sp1,|82625565496069825074592,RCu2LrHmdYZ1aK0QWX4N1Q==,2025-01-21,"I cannot login in app
",stU5TMyKqJJuOw1P9zao6SXDfKlWfRM3en7enlS9PvI=,2.0,"APP使用,账户管理",我无法登录应用
售后,英文,be3002fa6e11dd9126fe8900fa1e050b,fb_sp1,|82625292640832553534128,RCu2LrHmdYZ1aK0QWX4N1Q==,2025-01-21,I cannot log in the app ,stU5TMyKqJJuOw1P9zao6SXDfKlWfRM3en7enlS9PvI=,1.0,APP使用,我无法登录该应用
售后,英文,286889dde7f6f3b2786d235b0837fd42,na_sp1,|82624930807781943023222,NOA36PZ0VGuNGHmk7/MebULDqLUdOEoztKRyaQB3Edg=,2025-01-22,Good attention. Willing to help in solving the case.,Y46MIIL3vKxUY+MByQvdfyloNf1EDxeS+sUL0/aQH4g=,5.0,满意表扬,良好的关注。愿意帮助解决此案。
售后,英文,84a6cf4ffe43cc6be193f100a728bc77,en_other18,|82624679475704428551604,7P1hzacPSftdwXGp5j0ln04xy3CX8rBqtQwmQvfh0N0=,2025-01-22,I tend to have issues that need a person who can deal with nuanced issues that AI can't handle well,UXuBLDt2LtpE8/uG1hXSWw==,3.0,产品故障,我倾向于需要一个可以解决AI很好的人
售后,英文,610f0cef7da2a9a66bd3a83049959536,eu_sp1,|82623712497002832394581,wxQ6Oa3BTkk/38nPvSC1QK7+1eOPijEs1Ir1RLAUAsE=,2025-01-23,I wrote message and you delete it idiots,zuDRhSOrQMa97zcV0W8J5LxofJwg9j55lSAYczmS0is=,1.0,服务不满,我写了消息，你删除了iDist
售后,小语种,f0aa16d50302fde1b2204362d6292473,de_mimo1,|82623753043773811214473,3si8zqfGK66/OfifVv/Z/XOuOAXRunFx+XgP5lEriQ4=,2025-01-23,Sorry es ist tatsächlich ein IPHONE Problem-mit Protake funktioniert es,U/hSf/uyseNVd80jE6Bkx6qZCv6t6Yve4NFgLi7e5WY=,5.0,产品故障,对不起，estTatächlichein iPhone问题 - 麻烦protake funktioner
售后,英文,8ce3b7c6d04a32d519daee310285f9a1,na_sp1,|82623515829176549115779,LLcrLwP+0M6b1juUJ18aAg==,2025-01-23,I need to stop a shipment sent to OkC Ok .That is connected to my old phone line. ,oFpR2Bj2AEtnxfraZAL9yoPuoM5XzzSDbv0CxifJCws=,1.0,"设备兼容,礼貌问候",我需要停止发货气味，直到OKC OK。
售前,英文,59a756b290e33f65a9f8fdc5631990d1,na_store1,|82623459657053444861601,neXzQF9eLWhh2r4EI5vGdg==,2025-01-23,Sorry about not responding had a phone call still  excellent customer service ,nVDNPAWpUHvBf3r8YgM83dTZK6H3l8JBBZnM2/yucuQ=,5.0,满意表扬,很抱歉不响应打电话仍然出色的客户服务
售后,英文,1ac267d724392989ac95a2feedb79f25,na_sp1,|82622459227253586043314,q654dUgvvBTKrJdAaPO57w==,2025-01-24,Cannot talk to someone directly outside of the limited categories you allow.  ,6q4dsw5JZbT1fNBZ/tnPb/YF+7WOkLWiM3VS4rrjpDQ=,1.0,服务不满,无法直接与您允许的有限类别交谈。
售后,英文,2c7f2ca3b2c928686b247379f3bc871d,na_sp1,|82622429558518002592253,+4pkWjw5Tju84cPmXWYT2A==,2025-01-24,Bad,v7t3+hFInvDlB8Or1wpusW0hxWbGJGM/Qh5HLb6B7es=,1.0,服务不满,坏的
售前,英文,75a750d169a6b68cadcf0d9f45ea2270,fb_store1,|82622289366775785356197,HNlKpVRype0/eH+847tkkg==,2025-01-25,Ok,dzrU98Pub5ZjwxPP2xSpEI1IOKuoNwZUrpKhI00piyQ=,5.0,满意表扬,好的
售后,英文,c7dcbec9c2cd27621347ca3fc93b5d52,fb_mimo1,|82622987275064315019279,HzlJ/cCLA5KHkehwzgiz7NfXh0C39/qO2j2kjzbuwuM=,2025-01-25,Knowing that an Osmo Action 5 Pro is a camera and not a drone would be a start ,ZQg/t99k8gVJaNHQhHCywhotrgPuMJ2ZCcY2pp5xO08=,1.0,服务不满,知道Osmo Action 5 Pro是相机，而不是无人机将是一个开始
售后,英文,210d6d629eb9035d521c2680f54e2856,fb_sp1,|82621752310813908892798,7Ueegz8youglGdPSnFKTS6E0+Yp0pxdBEnGWxicew9JojqqQrjkYm7goaGjpNMjk,2025-01-25,"No answers given. 
Need to talk to a live consultant. ",m6u55WpIUKydKY8enmT98shxaEh73HU5LWWmKePSSn8=,1.0,服务不满,"没有答案。 
需要与现场顾问交谈。"
售后,英文,6fd70ea4df835aa86c69bf643f2a8bd9,eu_sp1,|82621017813894846545363,/ancCwJ5YnyxlYSmIqiMRA==,2025-01-26,"Hi,

i downloaded the dji fly app on my samsung galaxy A 13 but it says it can't install the file. W",UpBLq3VWx8i6rd0ks4ZYuP5yDK4kHC8OQ/kzORopXRs=,3.0,"APP使用,礼貌问候","你好，

我在三星Galaxy A 13上下载了DJI Fly应用程序，但它说它不能安装文件。 w"
售后,英文,f8d830869c17e4e74a932f61428662bd,eu_sp1,|82621129154085671068722,TpNDwVtfxaFeeRnZaiTNYlueyib0CfG8itDvMfIeO+g=,2025-01-26,"Very poor ,I can't get any information ",cKgPrUDnsjvsFAhwDnEFA2DLgnbHZdTtrQwXSfFRNPQ=,1.0,服务不满,很穷，我无法获得任何信息
售前,英文,c5e2a47217fcbf55a157176f10d873ad,na_store1,|82620342677995896689383,u85OireLlR61FwHsw8OAexQzSQXq9LphC/eTbLELFJ0=,2025-01-27,No reply,Va//fsdsmViDQHwoluPSU28Nv3KItLyIcDpZlU1dBUY=,1.0,服务不满,无回复
售后,英文,6590eee9d1473aa4f258397ae6bf308e,eu_sp28,|82620138569769627019898,QPlVIOyu5XoSiKBlxnqRIw==,2025-01-27,BEST,xyNWW2jyPee8k5QDOtdUTVnhCiORv+UzPKzmYwmbaa8=,5.0,满意表扬,最好的
售前,英文,f012a984362e82e7f9ef9051828ab218,na_store1,|82620479073701791547849,mRrw04Zt1QizwIkdEWt8VDYleRNYeNq0VyPQlohC6gY=,2025-01-27,They don't answer my questions or try to communicate. I want to return the product and they send me ,CJwC5ac6m9N+zArvFgjBL8UNHlMyX8D4AHVPBHFlC90=,1.0,退换处理,他们没有我的问题或试图进行交流。我想退还产品，他们寄给我
售前,小语种,6c5a687fc8db50a7acbc8dd14a02eda7,de_store1,|82620011465515181464079,m+1vyZj+xeZGjJnJ56ZLSycU70QeKkUYTgUbTUC+/K4=,2025-01-27,Problem wurde nicht gelöst,nGVFsaoVytAJZbkHLx8hWeTd/zkNHr+FCCUCdxA8xtI=,1.0,产品故障,问题WurdeNichtGelöst
售前,小语种,424ff41975d52795b1117888835256ad,fr_store1,|82619998791054854495750,ECj0YoDwLSH1dvVbz6g0R6iqglNNXFBXfLMeiXyD3wU=,2025-01-27,échanges et conseils personnalisés :) ,v5Akje9zVIBAa2eVBbdC6c+DnutAClMWJSLkWdsZ4Io=,5.0,满意表扬,个性化交流和建议:)
售后,英文,0ab6cbe68cab16cfb6fd7b5cab44d821,na_sp1,|82619084071216144419587,eGTFrDyRt56bcyf/C0rQp1NRGQLgORnc60+lqE/I89A=,2025-01-28,bad,akFTtdzp9YLFhliJPD3MoPvoWgZgPAy6jARAoElNS0Y=,2.0,服务不满,坏的
售前,英文,111d9526923f7217624a9a0f3c77bacd,na_store1,|82618889186282831917935,DaiwAT0oryqtlhyiDOn5OzZ26uHyVYY10+NqWmuvZCg=,2025-01-29,I love this brand. If u need help with anything for drones this is they way to go!!,tT2B1+8K9uTpGTiKyJHhdNA33KmUtAdpHThH6JKm+T0=,5.0,"礼貌问候,使用指导",我喜欢这个品牌。如果您需要无人机的帮助，这是他们要走的路！！
售后,英文,b92a34852cecfbb9fc41801c5a690104,en_other18,|82619426448336725396835,3KfnD1zxE/LUPKP6UvDXgaXgdlYlFyuZW1XnQQQ3Mk0=,2025-01-29,Hi i,61J2B5kVGHZqWITbIS6NCgY2MqUwVX5EQaXxN/nb6Po=,5.0,礼貌问候,嗨，我
售后,英文,f5b9ec29e3fed2a2d89bcc14e7946145,na_sp1,|82618187184227181135934,km3OgErlsK/jJFx+mJO6Wnd02alfXjOTzcHbjbnMPWs=,2025-01-29,"Hello, is there a difference in the range distance between the RC 2 remote control and the RC N2 in ",kJkWiBNcghg1Cb3ToCn81ysJyD4J2vjoi6ewSPCctbc=,3.0,礼貌问候,您好，RC 2遥控器与RC N2之间的范围有差异
售后,英文,a76418e63bfd8f54d3124727eeec39dd,au_sp1,|82618717838861086918052,/opSDyQOAfm2IyuVqFmHsUNM72wcOYp+a9NCA8XOiNs=,2025-01-29,unable to connect.newish phone samsung s22,YjD4SMWMev33rrW5zsxfZXhdxq8+8eKXUwhKom7T5mo=,5.0,设备兼容,无法连接。纽人电话三星S22
售前,英文,f4f922003282e29c59fdb9d8edf82c24,na_store1,|82618045286974649119415,oJc3LaROwH6Ko5bkc8Ll5za4xFih1MGEw1ALhVxXasPvu6w+KQl1jb2tMX1pZZpX,2025-01-30,This whole experience is unforeseen I have never ordered a product and not receive the product ,+XhumtMQHvhBRUUnkcdp6gdRGLCO+My6NCYZdr+fE6c=,1.0,"购买咨询,礼貌问候",这整个体验是无法预料的，​​我从未订购过产品，也没有收到产品
售前,小语种,cfffeda9cffe98ba17fd979aa84ee4a1,fr_store1,|82618281853919103385448,访客-380030,2025-01-30,"Bonjour, est-ce que le dji mic mini peut se brancher sur la RC2 mini 4 pro et de quelle façon.Merci",4562ecc75609fc4b2c388c6597174bcf,4.0,礼貌问候,您好，DJI MIC MINI可以连接到RC2 Mini 4 Pro以及如何连接。
售后,英文,8d992e4b494014197a74de69fde24ac6,fb_sp1,|82617596686865321235289,V3j1WVOHNuJTsjX8V2f/zf+kIoLQqKHAUPHPoQAbi/s=,2025-01-30,Timed out too quickly.,hlQ6xUjVRLPxtqq82+FQBB7f636ZErzIWw+NT7RTZ/A=,1.0,服务不满,时间太快了。
售后,小语种,95e825421a28cca92003499ae8fc096c,fr_sp1,|82617576954664807081728,访客-a63b35,2025-01-30,Nul,b006f268ae4665437e68de7e8228046a,1.0,服务不满,nul
售后,英文,8fe6190d2968b76e3db58102cb1aa1e8,na_sp1,|82617505224976025342132,TUvptwX+LK+tlxoJ6ak3Uw==,2025-01-30,Change shipping/billing information on recent repair ,Mk3lfkl4QPAdZyNfIori0IZf8G9WBmc/AIzkIl4M+WI=,4.0,"设备维修,物流配送,设备兼容,礼貌问候",更改有关最近维修的运输/计费信息
售前,英文,1dd4c6417c601624b08b3d932a3a4dd8,eu_store1,|82617227921529272364448,PzYN4LcVhVFmKuxrXceKbejW4YFK1BKKdP+mOh+1W14=,2025-01-30,"Hi i have my how do i register it please
 ",by0+3bMy5WRePnLjUCq7dRzfLiqx0JfRl4ivlCqhZaw=,5.0,"礼貌问候,使用指导",嗨，我有我的如何注册
售后,英文,d6cf6053d96d914731a4c6b2ac838b29,na_sp1,|82617042886096595133307,K9mHrP7t211rXdbPaiXun74XiA3Yw8tKh+GalEd3uto=,2025-01-31,I want to speak to a person,nyeL8CU/fSoMI9YxvrIlZ5BbQip36lfpCRZcLnLLri8=,1.0,服务不满,我想和一个人说话
售前,小语种,a6cf770e307cd57410c01b31e4f67cc4,it_store1,|82617612132138601698157,Fbfw4eXMTBp/Wj/MLabFkhUys2EWXdl2vup7DW6xrhxtHQgSavcW6uznuyhyK6uT,2025-01-31,Perchè dopo 3 giorni l'osmo pocket non è partito ancora?,/NSrWO8d6oRukTiMNT0b1zoJkNIzOHdow8oUiSVQ/g8=,2.0,"服务不满,使用指导",PerchèDopo3 Giorni osmo Pocketnonèpartitoancora？
售前,英文,a4dff38d9d11bff82c92bd4fb19724a2,eu_store1,|82616883811944677740866,sIfVbDBWI+Nxwsl+ZDB8Lw==,2025-01-31,Zero stars. Zero support. Worst kind of customer support.,WDxaOor42Pg6GwKH7iFkpmlFRzegADF8gUsfuu4aCGI=,1.0,"服务不满,设备兼容",零星。零支持。最糟糕的客户支持。
售后,英文,46337fe0cb9c86e4f98e270cd73cadcd,na_sp17,|82616930132401201856248,2NkQVF0EmSP5jcnRHH2hi/6UDjaQpIm+RyBhhPAE8jM=,2025-01-31,Very difficult to understand the rep,C6sCXZROggw3/Eoyu+S4z9PiCzUIlvtdN2UfoHFYm1g=,2.0,服务不满,很难理解代表
售后,小语种,4813d2870fc1e887b8a36ea44be26f25,de_sp1,|82616495600308177861379,访客-56afbf,2025-01-31,Ich habe leider keinen aktivierungscode gefunden ,bf30c7b470427043af889683ddd2b0b5,3.0,激活设置,ICH HABE LEIDER KEINEN AKTIVIERUNGSCODE GEFUNDEN
售后,英文,0d1af57b3b3d61904af8f540adfe1415,na_sp1,|82614053407216890870160,PWEz2uGpYFMzMb9IUsvhfFGfZADgkgurfIrO58+YEMI=,2025-02-03,I was typing and you cut the chat. my rating of this chat is 1,pmb1bViq3GuSNBFRlla+aqb9SG9mdG2bS2WE636/lqo=,1.0,礼貌问候,我当时是类型的，你聊了聊。我对聊天的评分是1
售后,英文,87a78bfe783281be9f62fde175cd128b,na_sp1,|82613968406033783510557,0PNemQTRDtfB2bTH2aEhyxhFM3Bv940W/T7RxZXD4eA=,2025-02-03,No help whatsoever- waste of both time and energy- you suck for making me go through this also.,gfNW7ZMjd71e06myzY8G3tM/TEauAdzioYwaK4/SSog=,1.0,"服务不满,礼貌问候",无论时间和能量都没有帮助 - 您也可以让我经历这一点。
售后,英文,ff01f7156dccc34c86af87beed221bf1,eu_sp1,|82613165688431470090552,9vaS1HAmQ2ekRF2BMXJW8PufpBk5y6fZfMYTXI91lsI=,2025-02-04,simple process to complete.,S2EnWnz7STyPJ3tDkKUFfgvyCGcy65QA2ij9osHPE4w=,5.0,满意表扬,简单的过程要完成。
售后,英文,c4f2f321efe4ca4b9d2d3069ce10e6a2,na_sp1,|82613053424797195054725,yG8Vfv9DQShFzvNFE4lAv25bjsxavRQfZlDKtfIfCFw=,2025-02-04, ok,r/CFSW9x7lAyI5iZ8onRBdlxNpgjs7L/hHvdmgtALSg=,3.0,其他咨询,好的
售后,英文,a50f934c1bdb0f3dd355fea3b89b44af,en_other18,|82612931321838251222818,0fvn8aNhjrP9V6TV9RLRY5Np030A9c9j/4ZiwIq5n2k=,2025-02-04,"If I lose a drone, do I need to buy just a new drone or do I need a drone and controller? Thank You.",s6QOJ+Voq5C77mMyKLxhVnte/bN336sAXO8v1nC2g4M=,3.0,"购买咨询,满意表扬,礼貌问候",如果我失去了无人机，我是否只需购买新的无人机还是需要无人机和控制器？谢谢。
售后,英文,f8bec055dd48c3a752cb7400f92f9ef5,en_other18,|82613338844471621971982,N8mtYYNnGMGTHm+TBk0n/EiIcWGF6k/XiN/e3FsKTC8=,2025-02-04,"Buy a dji air2s second hand dron , and change the remote control, how to bind a new remote control",OW97Om2spY/hLVBcT38zZi0UOPWUAC7WwK5wN9/s2K8=,5.0,"购买咨询,使用指导",购买DJI AIR2S二手Dron，然后更改遥控器，如何绑定新的遥控器
售后,小语种,1b6d2813ef90fd3e70e872fc0ca18c35,kr_sp3,|82614184489962406170284,yqLfUCIT5yoRpkACZ7LTvw==,2025-02-04,실수로계정삭제됐다면 다시 복구가능한가요,eX25t5phpUj/OZHpTeQyqv3H0F7x9z8KU3B1QjosBjk=,5.0,满意表扬,如果一个帐户被错误删除，我可以再次恢复吗？
售后,英文,5dda103155095175fcfbedf2e64ff7a7,en_other18,|82613132109604688333210,v5KrlFYZ+voDU5BJTzx1SFpOTZaFqeFmgH1wPhErOyA=,2025-02-04,I can't not download the app,zMDxy4/xeS5FkD8PFfVr9AwLo84FEgCnHGyzWz2VLp0=,1.0,APP使用,我无法下载该应用
售后,英文,db2c03679ceef2a320dfdfbb02905143,na_sp1,|82612207699881938684845,0fvn8aNhjrP9V6TV9RLRY5Np030A9c9j/4ZiwIq5n2k=,2025-02-05,If I lose a drone do I need a new drone and controler or just a new drone,s6QOJ+Voq5C77mMyKLxhVnte/bN336sAXO8v1nC2g4M=,3.0,其他咨询,如果我失去了无人机，我需要新的无人机和控制或只是新的无人机
售后,英文,040996e454fc17388d5a27616b2990ec,eu_sp1,|82612513920321801581596,J0Yivfa6shO4ONjnpvO3k3w9RnxMaoyulCgia9AqOn0=,2025-02-05,No reply!,tqVMD2NeW8WWdaam50g2bmdDRfiU6xZYsq76YhDh0PE=,1.0,服务不满,无回复！
